;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;
; Regions list, generated by Geomod
;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Great_Hogs_Province
	legion: Great_Hogs
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 90 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Wusterburg_Province
	legion: Wusterburg
	Wusterburg
	portugal
	Empire_Rebels
	180 230 140
	river, empire, light
	5
	5
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Nuln_Province
	legion: Nuln
	Nuln
	portugal
	Empire_Rebels
	55 55 55
	river, jihad, empire, capital, merc, light, crusade
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Magritta_Province
	legion: Magritta
	Magritta
	portugal
	Empire_Rebels
	45 122 155
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 30 chaos 70 vampire 0 dark_elf 0 khemri 0 }
Bilbali_Province
	legion: Bilbali
	Bilbali
	portugal
	Empire_Rebels
	64 99 125
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 40 chaos 60 vampire 0 dark_elf 0 khemri 0 }
Cantonia_Province
	legion: Cantonia
	Cantonia
	portugal
	Empire_Rebels
	32 69 199
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 10 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Averheim_Province
	legion: Averheim
	Averheim
	venice
	Empire_Rebels
	255 255 0
	river, jihad, empire, capital, merc, light, crusade
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Hochsleben_Province
	legion: Hochsleben
	Hochsleben
	venice
	Empire_Rebels
	145 50 165
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Loningbruck_Province
	legion: Loningbruck
	Loningbruck
	venice
	Empire_Rebels
	193 193 143
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Luccini_Province
	legion: Luccini
	Luccini
	venice
	Empire_Rebels
	45 128 23
	empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Vardanos_Province
	legion: Vardanos
	Vardanos
	venice
	Empire_Rebels
	33 29 73
	river, empire, light
	5
	5
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 70 vampire 0 dark_elf 0 khemri 0 }
Sartosa_Province
	legion: Sartosa
	Sartosa
	venice
	Empire_Rebels
	55 185 190
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Pfungzing_Province
	legion: Pfungzing
	Pfungzing
	venice
	Empire_Rebels
	159 36 0
	empire, light, river
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Sylvania_Province
	legion: Waldenhof
	Waldenhof
	hungary
	Wallachian_Rebels
	160 60 60
	river, empire, light, capital
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 10 vampire 90 dark_elf 0 khemri 0 }
Bordeleaux_Province
	legion: Bordeleaux
	Bordeleaux
	hungary
	Wallachian_Rebels
	159 0 35
	crusade, empire, horde_target, guard, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 100 dark_elf 0 khemri 0 }
Town_Drakenhof_Province
	legion: Town_Drakenhof
	Town_Drakenhof
	hungary
	Wallachian_Rebels
	159 128 36
	crusade, empire, horde_target, guard, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 10 vampire 90 dark_elf 0 khemri 0 }
Templehof_Province
	legion: Templehof
	Templehof
	hungary
	Wallachian_Rebels
	127 0 99
	empire, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 9 dwarven 0 chaos 10 vampire 90 dark_elf 0 khemri 0 }
Floating_Village_Province
	legion: Floating_Village
	Floating_Village
	hungary
	Wallachian_Rebels
	238 205 125
	empire, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 9 dwarven 0 chaos 20 vampire 80 dark_elf 0 khemri 0 }
Wurtbad_Province
	legion: Wurtbad
	Wurtbad
	saxons
	Empire_Rebels
	200 125 40
	river, empire, merc, capital, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 80 vampire 10 dark_elf 0 khemri 0 }
Flensburg_Province
	legion: Flensburg
	Flensburg
	saxons
	Empire_Rebels
	170 170 160
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Hornau_Province
	legion: Hornau
	Hornau
	saxons
	Empire_Rebels
	55 205 125
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Bel_Aliad_Province
	legion: Bel_Aliad
	Bel_Aliad
	saxons
	Empire_Rebels
	158 96 255
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Zandri_Province
	legion: Zandri
	Zandri
	saxons
	Empire_Rebels
	34 119 159
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 80 vampire 20 dark_elf 0 khemri 0 }
Vorderdergen_Province
	legion: Vorderdergen
	Vorderdergen
	saxons
	Empire_Rebels
	0 247 247
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 80 vampire 20 dark_elf 0 khemri 0 }
Ubersreik_Province
	legion: Ubersreik
	Ubersreik
	saxons
	Empire_Rebels
	155 55 55
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 90 vampire 10 dark_elf 0 khemri 0 }
Bechafen_Province
	legion: Bechafen
	Bechafen
	france
	Empire_Rebels
	200 35 150
	river, empire, capital, merc, light
	5
	5
	religions { catholic 0 orthodox 5 islam 0 pagan 0 heretic 10 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Mordheim_Province
	legion: Mordheim
	Mordheim
	france
	Mordheim_Rebels
	90 16 16
	crusade, empire, mordheim, light, river
	5
	4
	religions { catholic 20 orthodox 10 islam 10 pagan 10 heretic 10 dwarven 0 chaos 20 vampire 20 dark_elf 0 khemri 0 }
Karak_Zorn_Province
	legion: Karak_Zorn
	Karak_Zorn
	france
	Empire_Rebels
	0 223 122
	empire, light, river
	5
	4
	religions { catholic 30 orthodox 0 islam 0 pagan 0 heretic 30 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Nagenhof_Province
	legion: Nagenhof
	Nagenhof
	france
	Empire_Rebels
	200 155 190
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 5 islam 0 pagan 0 heretic 15 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Misty_Mountain_Province
	legion: Misty_Mountain
	Misty_Mountain
	france
	Empire_Rebels
	159 0 104
	river, empire, light
	5
	4
	religions { catholic 40 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 10 chaos 50 vampire 0 dark_elf 0 khemri 0 }
Wolfenburg_Province
	legion: Wolfenburg
	Wolfenburg
	byzantium
	Empire_Rebels
	135 145 155
	river, empire, capital, merc, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Ferlangen_Province
	legion: Ferlangen
	Ferlangen
	byzantium
	Empire_Rebels
	50 90 135
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Salkalten_Province
	legion: Salkalten
	Salkalten
	byzantium
	Empire_Rebels
	255 255 50
	empire, light, coastal
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Temple_Of_Skulls_Province
	legion: Temple_Of_Skulls
	Temple_Of_Skulls
	byzantium
	Empire_Rebels
	182 86 7
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Khemri_Province
	legion: Khemri
	Khemri
	byzantium
	Empire_Rebels
	163 245 61
	empire, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Grenzburg_Province
	legion: Grenzburg
	Grenzburg
	byzantium
	Empire_Rebels
	60 64 0
	river, empire, light
	5
	3
	religions { catholic 40 orthodox 10 islam 0 pagan 0 heretic 0 dwarven 0 chaos 50 vampire 0 dark_elf 0 khemri 0 }
Wurzen_Province
	legion: Wurzen
	Wurzen
	byzantium
	Empire_Rebels
	56 189 20
	river, empire, light
	5
	3
	religions { catholic 30 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 60 vampire 0 dark_elf 0 khemri 0 }
Marienburg_Province
	legion: Marienburg
	Marienburg
	sicily
	Free_Cities
	80 105 55
	river, empire, light, marienburg, coastal
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 10 heretic 10 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Erlach_Province
	legion: Erlach
	Erlach
	hre
	Empire_Rebels
	32 255 226
	river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Kislev_Province
	legion: Kislev
	Kislev
	russia
	Rus_Rebels
	185 5 5
	kislev_capital, river, merc, light
	5
	4
	religions { catholic 10 orthodox 70 islam 0 pagan 0 heretic 0 dwarven 0 chaos 20 vampire 0 dark_elf 0 khemri 0 }
Erengrad_Province
	legion: Erengrad
	Erengrad
	russia
	Rus_Rebels
	122 122 63
	river, light, coastal
	5
	4
	religions { catholic 20 orthodox 70 islam 0 pagan 0 heretic 0 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Bolgasgrad_Province
	legion: Bolgasgrad
	Bolgasgrad
	russia
	Rus_Rebels
	100 51 51
	river, light
	5
	3
	religions { catholic 10 orthodox 80 islam 0 pagan 0 heretic 0 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Praag_Province
	legion: Praag
	Praag
	russia
	Rus_Rebels
	75 183 33
	light, river
	5
	3
	religions { catholic 10 orthodox 50 islam 0 pagan 0 heretic 10 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Nagashizzar_Province
	legion: Nagashizzar
	Nagashizzar
	russia
	Rus_Rebels
	61 0 191
	light, river
	5
	3
	religions { catholic 5 orthodox 75 islam 0 pagan 0 heretic 10 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Dushyka_Province
	legion: Dushyka
	Dushyka
	russia
	Rus_Rebels
	20 36 63
	light, river
	5
	3
	religions { catholic 5 orthodox 75 islam 0 pagan 0 heretic 10 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Ziochenk_Province
	legion: Ziochenk
	Ziochenk
	russia
	Rus_Rebels
	95 190 121
	light, river, coastal
	5
	3
	religions { catholic 10 orthodox 75 islam 0 pagan 0 heretic 10 dwarven 0 chaos 5 vampire 0 dark_elf 0 khemri 0 }
Urslo_Province
	legion: Urslo
	Urslo
	normans
	Norse_Rebels
	158 37 199
	norsk, light, river, coastal
	5
	3
	religions { catholic 30 orthodox 30 islam 0 pagan 0 heretic 40 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Vitevo_Province
	legion: Vitevo
	Vitevo
	russia
	Rus_Rebels
	90 96 0
	river, light
	5
	3
	religions { catholic 15 orthodox 65 islam 0 pagan 0 heretic 5 dwarven 0 chaos 15 vampire 0 dark_elf 0 khemri 0 }
Gaen_Vale_Province
	legion: Gaen_Vale
	Gaen_Vale
	normans
	Norse_Rebels
	200 200 200
	norsk, light, river, coastal
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 100 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Aghol_Province
	legion: Aghol
	Aghol
	teutonic_order
	Norse_Rebels
	228 0 161
	merc, dark, coastal
	5
	1
	religions { catholic 90 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Ost_Aghol_Province
	legion: Ost_Aghol
	Ost_Aghol
	teutonic_order
	Norse_Rebels
	173 64 141
	light, coastal
	5
	2
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
South_Ost_Aghol_Province
	legion: South_Ost_Aghol
	South_Ost_Aghol
	teutonic_order
	Norse_Rebels
	0 36 127
	light, coastal
	5
	2
	religions { catholic 70 orthodox 0 islam 0 pagan 0 heretic 30 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kvellig_Province
	legion: Kvellig
	Kvellig
	novgorod
	Norse_Rebels
	89 89 58
	light, coastal
	5
	2
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Gharhar_Province
	legion: Gharhar
	Gharhar
	novgorod
	Norse_Rebels
	145 146 23
	horde_target, merc, dark
	5
	1
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
South_Gharhar_Province
	legion: South_Gharhar
	South_Gharhar
	novgorod
	Norse_Rebels
	161 191 0
	light, coastal
	5
	2
	religions { catholic 70 orthodox 0 islam 0 pagan 0 heretic 30 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Tong_Province
	legion: Tong
	Tong
	lithuania
	Norse_Rebels
	98 184 228
	horde_target, merc, dark, coastal
	5
	1
	religions { catholic 90 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Tahmak_Province
	legion: Tahmak
	Tahmak
	lithuania
	Norse_Rebels
	106 90 255
	horde_target, light, coastal
	5
	2
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
North_Tahmak_Province
	legion: North_Tahmak
	North_Tahmak
	lithuania
	Norse_Rebels
	10 71 127
	light
	5
	2
	religions { catholic 70 orthodox 0 islam 0 pagan 0 heretic 30 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Hastling_Province
	legion: Hastling
	Hastling
	norway
	Norse_Rebels
	236 105 105
	light, coastal
	5
	2
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Dolgan_Province
	legion: Dolgan
	Dolgan
	norway
	Norse_Rebels
	198 0 0
	horde_target, merc, dark, coastal
	5
	1
	religions { catholic 10 orthodox 0 islam 10 pagan 0 heretic 0 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Notrh_Hastling_Province
	legion: Notrh_Hastling
	Notrh_Hastling
	norway
	Norse_Rebels
	255 230 127
	dark
	5
	2
	religions { catholic 70 orthodox 0 islam 0 pagan 0 heretic 30 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kul_Province
	legion: Kul
	Kul
	norway
	Norse_Rebels
	128 105 105
	light, coastal
	5
	2
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Skaeling_Province
	legion: Skaeling
	Skaeling
	normans
	Norse_Rebels
	67 112 157
	norsk, light, river, coastal
	5
	3
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Varg_Province
	legion: Varg
	Varg
	normans
	Norse_Rebels
	115 138 117
	norsk, light, coastal
	5
	3
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Aesling_Province
	legion: Aesling
	Aesling
	normans
	Norse_Rebels
	206 137 155
	norsk, light, coastal
	5
	3
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Sarl_Province
	legion: Sarl
	Sarl
	normans
	Norse_Rebels
	90 195 169
	norsk, light, river, coastal
	5
	3
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Tower_of_Varrl_Province
	legion: Tower_of_Varrl
	Tower_of_Varrl
	normans
	Norse_Rebels
	48 39 18
	norsk, light
	5
	3
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Baersonlings_Province
	legion: Baersonlings
	Baersonlings
	poland
	Chaos_Dwarfs_Rebels
	57 0 127
	mountain_province, norsk, light, river, coastal
	5
	4
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 60 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Islands_Sea_of_Claws_Province
	legion: Islands_Sea_of_Claws
	Islands_Sea_of_Claws
	normans
	Norse_Rebels
	255 64 225
	norsk, merc, light, coastal
	5
	4
	religions { catholic 50 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karaz_a_Karak_Province
	legion: Karaz_a_Karak
	Karaz_a_Karak
	poland
	Night_Gobl
	5 185 190
	mountain_province, merc, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 100 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Zhufbar_Province
	legion: Zhufbar
	Zhufbar
	poland
	Night_Gobl
	65 35 155
	mountain_province, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 90 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Kadrin_Province
	legion: Karak_Kadrin
	Karak_Kadrin
	poland
	Night_Gobl
	30 19 63
	mountain_province, Karak_Kadrin, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 90 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Hirn_Province
	legion: Karak_Hirn
	Karak_Hirn
	poland
	Night_Gobl
	111 174 61
	mountain_province, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 80 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Karak_Ziflin_Province
	legion: Karak_Ziflin
	Karak_Ziflin
	poland
	Night_Gobl
	92 174 62
	mountain_province, light, river
	5
	4
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 80 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kraka_Drak_Province
	legion: Kraka_Drak
	Kraka_Drak
	poland
	Chaos_Dwarfs_Rebels
	64 113 15
	mountain_province, norsk, light, river
	5
	4
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 60 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kraka_Ornsmotek_Province
	legion: Kraka_Ornsmotek
	Kraka_Ornsmotek
	poland
	Chaos_Dwarfs_Rebels
	33 2 125
	mountain_province, norsk, light
	5
	4
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 60 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kraka_Ravnvake_Province
	legion: Kraka_Ravnvake
	Kraka_Ravnvake
	poland
	Chaos_Dwarfs_Rebels
	44 173 96
	mountain_province, norsk, light
	5
	4
	religions { catholic 20 orthodox 10 islam 0 pagan 0 heretic 20 dwarven 50 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Gunbad_Province
	legion: Karak_Gunbad
	Karak_Gunbad
	poland
	Night_Gobl
	215 47 201
	mountain_province, light, merc
	5
	2
	religions { catholic 0 orthodox 0 islam 30 pagan 0 heretic 50 dwarven 20 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Varn_Province
	legion: Karak_Varn
	Karak_Varn
	poland
	Night_Gobl
	134 148 122
	mountain_province, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 20 pagan 0 heretic 60 dwarven 20 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Vlag_Province
	legion: Karak_Vlag
	Karak_Vlag
	poland
	Night_Gobl
	214 255 125
	mountain_province, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 30 pagan 0 heretic 50 dwarven 20 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Ungor_Province
	legion: Karak_Ungor
	Karak_Ungor
	poland
	Daemon_Rebels
	145 106 175
	mountain_province, light
	5
	3
	religions { catholic 80 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 10 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Mount_Silverspear_Province
	legion: Mount_Silverspear
	Mount_Silverspear
	poland
	Night_Gobl
	39 72 150
	mountain_province, light, jihad
	5
	3
	religions { catholic 0 orthodox 0 islam 70 pagan 0 heretic 10 dwarven 20 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karag_Dum_Province
	legion: Karag_Dum
	Karag_Dum
	poland
	Chaos_Dwarfs_Rebels
	45 106 21
	mountain_province, norsk, light
	5
	3
	religions { catholic 70 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 30 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Eight_Peaks_Province
	legion: Karak_Eight_Peaks
	Karak_Eight_Peaks
	poland
	Night_Gobl
	199 255 0
	mountain_province, light, river, crusade
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 90 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Uzkulak_Province
	legion: Uzkulak
	Uzkulak
	aztecs
	Chaos_Dwarfs_Rebels
	75 163 33
	mountain_province, merc, light, river, coastal
	5
	5
	religions { catholic 90 orthodox 0 islam 10 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Gorgoth_Province
	legion: Gorgoth
	Gorgoth
	aztecs
	Chaos_Dwarfs_Rebels
	127 178 127
	mountain_province, light
	5
	5
	religions { catholic 80 orthodox 0 islam 20 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Zharr_Naggrund_Province
	legion: Zharr_Naggrund
	Zharr_Naggrund
	turks
	Ork_Rebels
	162 229 109
	dark, merc
	5
	3
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Darklands_Province
	legion: Darklands
	Darklands
	turks
	Ork_Rebels
	10 95 95
	crusade, merc, dark
	5
	3
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Grashrak_lair_Province
	legion: Grashrak_lair
	Grashrak_lair
	moors
	Night_Gobl
	127 0 111
	dark, merc
	5
	3
	religions { catholic 0 orthodox 0 islam 90 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Seep_Gore_Province
	legion: Seep_Gore
	Seep_Gore
	skaven
	Skaven_Rebels
	22 24 24
	dark
	5
	3
	religions { catholic 90 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Border_Princes_NortWest_Province
	legion: Brovska
	Brovska
	kalmar_union
	Border_Princes
	107 65 65
	river, nehekhara, border, brovs, light, merc
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 60 dwarven 10 chaos 10 vampire 0 dark_elf 0 khemri 20 }
Border_Princes_NordOst_Province
	legion: Zenres
	Zenres
	kalmar_union
	Border_Princes
	16 72 129
	river, border, zenres, light, nehekhara, merc
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 10 chaos 10 vampire 0 dark_elf 0 khemri 10 }
Akendorf_Province
	legion: Akendorf
	Akendorf
	kalmar_union
	Border_Princes
	48 255 0
	river, border, akend, light, nehekhara, merc
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 0 chaos 20 vampire 0 dark_elf 0 khemri 10 }
Munzig_Province
	legion: Munzig
	Munzig
	kalmar_union
	Border_Princes
	73 28 50
	river, vidovd, border, light, nehekhara, merc
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Vidovdan_Province
	legion: Vidovdan
	Vidovdan
	kalmar_union
	Border_Princes
	119 64 255
	border, light, river, nehekhara, merc
	5
	5
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 20 chaos 0 vampire 0 dark_elf 0 khemri 10 }
